,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)"
69,669,690,690,690,690,690,690,690,690,690,4515,8007,7098,6726,7662,6573,4572,3081,2256,2055,2973,4212,3972,3519,5283,4113,3102,3936,6333,2823,3132,3105,4098,2868,1764,2964,3237,4737,5838,4236,1785,2994,3291,4587,4416,3459,3393,2523,5325,3006,690,1377,1650,1800,1413,1596,1377,1377,2466,2451,1824,2334,2418,2622,1947,1839,2076,2001,2502,2463,1878,2298,4794,3825,3168,2787,2718,2277,1656,3327,1449,2142,2823,1800,1731,1599,1572,1635,1377,2187,690,1377,1377,1377,1377,1377,1377,1377,1377,1377
70,0,960,690,948,1821,2754,3567,4782,3204,3318,690,1806,1377,1380,2052,4518,4182,5679,3429,1377,690,1377,1458,1803,2433,4434,4470,4848,4008,1377,690,1377,1572,2121,2553,4239,4377,6363,3567,1377,690,1380,1470,2160,2469,4974,4287,5418,4380,1377,690,1377,1404,2124,2316,4260,4791,5049,4851,1377,690,1377,1377,1728,2388,3561,4776,5175,3891,1377,690,1377,1410,2352,2016,4491,4269,5868,3705,1377,702,1377,1392,2181,1656,4164,4815,5544,3708,1377,984,1950,3591,4629,3360,4269,2979,5865,5241,1377
71,0,741,723,1065,3132,1452,3330,3651,3177,3117,690,1377,1377,2259,4023,3438,5847,5334,5310,1377,690,1377,1425,2511,3006,3765,6012,4833,4872,1377,690,1401,1551,1656,3378,3756,6669,4803,4449,1377,690,1386,1437,1641,2781,3081,4791,5826,4257,1377,690,1398,1515,1419,3033,3765,4437,5646,4797,1377,690,1428,1413,1380,2859,3993,4788,4710,4437,1377,690,1500,1377,1377,2010,4206,3768,3945,2499,1377,690,1398,1377,1707,2697,3852,3471,4017,2622,1377,690,1389,1614,1896,2586,2547,2106,2457,1401,1377
72,0,2466,3639,5145,4554,5046,5577,5607,5637,3066,1422,10620,10965,10593,11565,12897,12423,13704,13149,10281,4293,10398,13602,13545,14358,14961,15396,15990,16482,12171,4773,12408,14073,14718,14862,15483,14967,16770,17220,12921,5856,14253,15774,17526,17532,18090,18609,19476,20292,14610,7200,14322,15330,16422,16941,17451,18474,19470,19209,14469,6612,15822,16926,18261,19317,20451,21324,21372,21636,16164,8952,16803,17943,19194,19236,20214,21198,21789,21474,15444,10515,18159,20112,20247,20547,21996,21849,20151,20907,15135,7038,10662,15624,18201,17136,17937,19191,19167,18705,12687
73,0,1038,690,975,1950,1206,690,690,690,690,690,5286,6846,7266,8304,3291,4026,4539,4038,1377,2625,8265,5784,9858,10605,4215,4617,4521,7002,3699,2412,8655,6450,11790,10428,2208,2904,1710,1617,1482,3708,10320,12144,10527,10983,1443,2835,4389,5769,3345,1320,10821,11703,13449,14511,6453,8934,9093,10644,6714,4818,10164,14343,11913,15789,10857,11283,11940,10560,6087,4767,10998,14148,14205,16470,12609,13428,11574,11736,7659,4566,8868,13836,13194,17232,11250,11121,11697,12207,6696,690,1377,2280,2313,9510,1674,1563,1377,1377,4710
74,0,690,690,690,690,690,690,690,690,690,693,1377,1377,1377,1377,1377,1434,1377,1389,1377,1227,1647,1431,1377,1596,1434,1446,1437,1410,1377,1308,1377,1389,1428,1407,1389,1866,1377,1839,1380,786,1905,1383,1527,1995,1398,1974,1407,1791,1752,1590,2382,1701,3030,2001,2463,2706,1965,2007,1386,768,2475,2202,1509,2352,2106,3177,3042,3789,2439,690,1584,2223,2931,3396,3402,3141,2355,3708,2709,741,1377,2328,4716,5475,3951,4683,3516,4578,3186,690,1377,1377,1377,1377,1377,1377,1377,1377,2610
75,8784,8454,8430,8034,8154,8430,8088,9348,9981,2805,11181,13404,13872,13605,12885,13146,13203,13917,15231,5718,12552,15378,15900,16233,15684,15240,15159,15753,16311,8448,12219,14832,15030,15441,14172,14550,14451,14556,15882,9012,11874,14046,14586,14817,14439,14526,14301,14613,14850,10176,10722,13680,12726,14163,13254,13257,13389,13854,13593,9912,10731,11868,13419,13506,12726,10833,12906,13473,13305,10158,9348,10659,12855,12906,12204,11736,11820,12186,12759,10140,8235,9960,12096,10011,9099,11382,10215,11334,12000,9690,7908,10356,10149,8991,9828,8889,9423,9585,9063,4086
76,1653,6684,8682,10038,9783,10200,10122,10491,9972,3150,10698,15540,16521,16119,14982,14841,13641,13359,13227,8718,10098,14229,16227,15060,14319,14049,14067,13839,11223,8925,10881,14133,16473,14268,14049,14355,12240,13218,11580,9228,11082,13326,15921,14607,13740,12969,13119,12162,11403,9969,10827,14283,16032,14790,14202,14190,10764,13170,11595,7944,11373,14664,15882,15279,15225,14751,14175,13938,12567,10758,11637,14319,15531,15327,14352,14418,13122,13167,11427,8193,10827,14874,16128,15795,15267,14937,13485,12828,11973,10410,9699,13605,14568,14367,13668,13437,12186,12660,8394,8889
77,3993,3882,3753,5154,4110,4359,5211,4209,6057,735,4881,7902,7410,7974,7947,8106,7905,7968,11724,4446,6933,10101,9435,10857,11244,10788,11637,11637,12882,7404,6816,10038,8646,9420,9561,9564,9408,10683,10344,6747,5739,9474,8490,9906,9354,9066,8880,10020,8967,7434,5997,9153,7728,9084,8028,8655,9552,9546,8403,6852,4617,7953,7329,7977,7956,7098,7902,8466,6942,6990,4614,6639,4713,5595,6606,6414,7674,7224,6363,5823,3984,5547,4308,4860,3657,4134,5664,7338,4839,4464,945,3348,2319,3957,4011,4212,2463,3429,4200,2031
78,0,690,2652,1536,2211,1086,2712,2076,2418,942,4992,6741,6975,5583,6381,6510,6033,5271,3876,2889,5643,9342,8535,7155,6990,7143,8376,7887,8010,4905,7995,10581,10086,8415,7560,6747,8289,8292,8610,6018,7581,11070,10461,8832,8145,8496,9444,8982,6357,7026,8391,12240,11136,9741,9897,8556,11007,10272,8790,6810,8727,12522,11697,8973,9783,9543,10008,9678,9414,8034,7566,12735,13413,11334,10602,10755,10287,11175,9663,8193,5604,14775,9291,9141,7050,7755,8235,8736,8895,5580,2874,10440,5754,6357,5067,5874,5949,4071,4713,5607
79,3411,7113,7653,7521,8799,8163,8556,8790,7194,6165,4905,7908,8463,8913,10620,10704,11046,11196,9213,5157,3936,6534,9063,9879,11106,11223,11583,12381,9102,6066,4380,8838,10689,10761,12243,11640,12675,12966,9345,7146,3558,7476,10512,10206,11709,11832,12495,13227,9405,6117,4425,8580,9873,10098,11478,12315,12393,12159,9237,5118,4107,7644,9492,10503,11901,11091,12210,11928,9306,6699,3009,7632,10038,11889,12768,12693,13836,13911,10860,7224,3711,8715,10389,12654,13794,14601,15855,15444,14745,7857,2145,7371,8151,9708,10416,10239,9216,8796,7323,3594
80,5586,4392,6075,6210,6456,6489,7188,6153,3912,5706,8754,9609,9732,9417,9663,9657,10224,9993,8985,6897,9255,11532,10188,9825,9675,10593,11775,9300,9435,9384,9837,12147,10917,10365,10239,10722,12102,9570,10521,9405,9090,12312,11187,10956,10251,12036,12531,12243,12096,9687,9579,13254,11328,11067,10866,11604,12318,11994,12423,10032,9966,13911,12771,11862,12336,12015,13647,12663,12720,10500,10404,14430,13164,12849,12756,13158,14070,13851,13335,10902,8364,13827,11289,10590,10815,11355,12423,10770,11616,9918,3642,8610,7506,7206,5298,7161,4776,6198,4512,7014
81,1767,2349,3351,3813,3279,2916,3486,2247,2883,2007,5616,7317,7551,6459,7986,8331,7419,6264,6453,4263,6162,8997,8406,8307,7920,8592,8568,7464,8130,5511,7674,10215,7587,9321,9321,9264,9576,8370,9093,6069,7287,10971,10545,9585,9003,9507,9015,9117,8838,6165,8175,11652,11139,9321,9894,9618,10035,9687,9237,6201,8232,12555,11682,10155,10695,10473,9654,9651,8382,5772,8877,13689,12249,11097,11247,11631,10977,10380,9309,6294,6402,11022,9636,8739,9069,9108,8883,8235,6942,4065,690,6096,4965,4404,5952,6243,5607,4392,3090,2646
82,8490,4233,6369,6438,5751,3789,6165,4233,9669,3378,11898,13524,14196,13527,13623,11406,14268,13830,15939,8985,14190,16881,17121,17280,16314,15924,16428,16725,17256,12489,13545,15267,15330,16761,15711,15924,16230,15990,16413,12423,13770,15765,15591,16251,15813,15375,15489,15849,16038,12762,12543,15204,15021,15564,14214,14070,13686,15126,14772,11859,12159,14313,14952,15240,12408,13713,14313,14142,13788,12330,11655,14085,13872,12981,13776,13113,13215,14079,13617,11235,11499,13116,12468,13344,12816,12447,12888,13467,13245,11580,7293,9669,9777,10989,8991,7731,8718,8520,8442,7410
83,3657,7467,7653,1815,7806,8916,8472,9585,7377,6729,4218,9156,8964,10227,10236,10680,10728,11802,8724,5286,4431,9660,8886,11232,10881,10749,11064,12594,10851,5484,5220,8895,9771,10107,10137,11235,11907,12693,9912,3432,4740,6690,9081,10074,9717,8703,11166,12291,9525,4365,5154,10140,9087,10578,11043,11472,11247,12639,10299,4047,4920,8721,10320,10539,11739,12192,11985,14070,11073,6057,2859,9504,10332,11373,12354,12999,12228,15255,11946,5292,5136,9147,9147,11694,11994,12882,14028,15567,14517,8448,3348,6513,6744,7212,7332,8313,8598,9321,6498,2169
84,3423,8181,8760,11250,10719,10119,8607,9747,7296,3279,9972,17691,17883,17034,16251,14838,13059,13062,11766,8196,10821,15393,16872,16326,14775,13944,11850,13599,11172,8010,11610,15237,17766,15480,15387,13881,12657,11550,10407,8217,9864,14883,17559,15879,15708,11829,12336,9951,10833,7785,11385,14394,16938,14664,15093,14280,13134,9954,10776,8325,10047,15240,17085,16254,15657,14397,12549,11892,11679,6105,11013,14763,16188,15678,14472,15222,11094,10629,9474,7527,10083,13362,15987,15228,14970,14442,13080,11664,10557,8373,9096,11685,13476,13290,11616,11844,10677,10104,9240,4803
85,729,690,3240,6042,4008,5850,4173,4245,6369,1683,2322,7062,8451,9273,8088,8157,9309,9978,10905,6195,5379,9726,11019,12408,11265,10911,11412,12105,13104,8568,5013,8994,9705,10224,9612,9108,8742,9624,11850,8091,5550,8988,9111,10257,9534,9480,9243,9777,10518,7554,4602,8319,8835,9123,8100,8157,8280,8709,9186,6555,4527,7491,7623,8916,8181,7572,7389,7512,6867,7362,4305,7308,6339,7545,7818,5106,5940,6534,6996,6648,4185,6687,6870,7326,6981,4995,6528,6336,6759,6243,1824,3900,3261,3798,3540,3051,3384,3135,3468,1461
86,1722,4716,7473,7842,8532,8154,9063,8670,7317,1467,8007,13191,15081,13845,12969,12078,11727,10839,10827,5331,7749,11295,13956,13485,12813,12171,12333,11250,10437,5034,6138,11517,13587,13335,11895,12336,11382,11325,10617,8115,5358,10623,13074,13335,11478,11772,10755,9981,10365,8070,7290,10704,13818,12684,11691,11343,10695,10044,9387,5559,5385,11376,13980,13353,12261,11907,10707,10725,9192,8460,5607,11049,12825,12372,11901,11598,10893,9999,10230,7014,5211,11310,13269,12945,12219,11832,10698,10122,9702,8088,7206,9783,11451,11733,10617,9099,9795,6282,9144,6921
87,2853,2025,2574,3075,2286,2307,693,1485,690,690,5052,8583,7914,6351,8403,8973,8973,8403,6471,4086,2466,3936,4122,4230,4152,4743,4929,4566,6156,4023,2739,4311,4281,4368,3675,4236,2508,5007,3060,2685,690,1839,1452,2496,2085,3246,2295,4470,3762,2988,696,1842,2106,2286,1377,1638,1929,2064,2898,2697,1752,2766,3447,3543,2241,3555,2184,1917,2367,1881,1212,2979,2982,4452,3648,4074,2634,3552,2538,2076,1086,2337,3603,3360,2349,2847,2511,3579,2355,1986,690,1377,1377,1440,1377,1377,1377,1377,1377,1377
88,0,3936,6489,2928,3210,2988,3594,2475,5067,690,690,5604,6291,7014,6918,8022,7032,7476,7194,2145,690,4638,4836,6015,7044,7446,5955,6723,5856,1755,690,3585,5847,3399,5484,2088,1377,1416,1377,1377,690,1641,1836,2130,3021,1419,1377,1644,1377,1377,690,4095,2535,2202,2466,1494,1380,1455,1377,1377,690,5163,3042,2220,1878,1476,1377,1425,1377,1377,690,3537,3360,2946,2877,1377,1377,1377,1377,1377,690,4707,4443,3417,1416,1377,1629,1437,1377,1377,2523,5055,5343,3282,1506,1377,1530,1377,1377,1377
89,0,4638,6600,8571,8814,7953,7284,7356,7254,5562,6978,13260,14469,14457,14583,16263,16155,12960,16035,12429,6372,12747,13545,14436,15774,16101,16032,16383,17121,13350,6372,13743,14217,15678,16149,16167,16227,16797,17268,13836,7206,13761,16236,16959,17919,18204,18291,19083,19191,15186,6453,12918,13299,15528,17628,17952,18327,18534,18522,14466,6096,14445,15513,16809,17754,18204,18738,19461,19236,13701,8169,15222,16380,17841,17850,18051,18453,19974,19242,14865,6819,15312,17589,19689,20124,19602,19896,20103,19290,15561,4821,10641,9357,9957,13626,9897,16569,10434,12249,12432
90,4917,5859,6729,9141,7074,5730,6687,7074,11499,3504,7947,9921,11115,11556,11412,10449,10143,11871,15168,8142,8733,12105,12579,12672,12993,13080,12459,13965,16731,10233,9015,11265,11361,12294,11655,11943,12057,13245,15981,11127,8472,10056,10332,11322,10983,11109,10368,11817,14190,10584,7773,9390,8775,9969,9366,8901,9594,10848,12807,9636,6933,8046,8565,8448,8631,8274,9276,7392,10518,9204,6753,7944,8310,9531,9069,8487,8283,8502,9555,8694,5034,5568,6270,6585,5898,6906,3948,7092,7239,4833,2079,4893,2625,5001,4614,4413,4560,5109,3636,2286
91,5181,5898,5631,5334,5262,5754,5640,5304,5259,777,9195,11121,10125,9960,6750,9225,9843,8814,8580,6927,10260,13098,11751,10974,10593,11748,11925,11394,10572,8925,10659,13302,11574,10677,10941,11595,12225,8793,11442,8784,10884,14982,13221,11775,12807,13041,13908,13527,13212,10488,10902,14259,12738,12504,12012,13137,14067,12990,13059,10719,11121,15768,13980,14016,13395,13941,14550,13119,13626,11778,10794,17814,15462,14304,14274,15156,16284,15075,15336,12363,8127,16356,12063,12657,12156,13332,14493,14091,12621,11166,1383,7389,8139,9135,8622,10056,9990,10284,9819,7089
92,3219,6642,7746,6066,6555,6864,6117,5325,5844,3642,7245,10812,10605,10266,10458,9414,9591,10299,9210,8577,8796,11475,12075,6879,10713,11295,11583,11019,10557,8943,9300,12729,13011,13089,11910,13239,12096,12144,11835,9888,9492,13440,13428,13071,12261,12987,12528,12483,12555,9768,8274,13167,12558,12408,12366,13224,12744,12483,12315,9699,8022,15279,14262,13989,13503,14022,14241,13293,13413,11427,6336,14988,14331,14670,13560,14187,14655,14037,13431,11250,3882,14991,12303,12594,12129,12633,12327,12378,11646,10011,1611,9858,8850,9522,10320,9762,10638,10161,8562,7629
93,909,3273,2757,4464,5181,5295,6159,6198,4362,3834,840,4878,5583,6768,7452,7659,8811,8460,5490,5184,1686,4821,6654,7065,7743,8487,9024,8889,7086,5649,2751,4401,7041,8199,8739,8208,9609,9243,7032,6792,1920,4842,6687,7425,8169,7449,9654,9207,7569,6225,2712,6306,5619,7290,8199,8364,9288,8856,7740,4905,3315,6000,7380,8031,8835,8277,10116,9933,7395,4857,3798,6420,7047,8460,9513,9075,10173,10509,8292,5847,3744,6786,7326,6879,8889,8805,12372,13191,12804,6561,1086,4410,6558,6828,7164,8421,7788,7176,5478,3249
94,0,3606,1953,2685,2427,2091,3294,1980,2052,1422,4173,5187,5760,6060,4914,3021,5259,5307,4422,3948,5199,8088,8877,7779,7632,7863,5715,6585,6330,5499,6054,9672,9756,8703,8325,8631,9681,8517,7071,6456,5967,9933,11061,9324,8514,8934,9924,9318,9123,6810,6675,11724,11310,9783,10026,9366,10392,9873,10041,8214,6351,12378,11802,11709,11010,9696,10347,10674,10350,9009,7599,14193,13683,12732,12357,11514,12522,12669,11865,9765,4353,13701,10575,9510,9573,8886,8928,7161,9114,7623,2469,8025,7542,6828,6528,5925,6354,7626,7056,7002
95,7164,5460,7515,7260,7011,8052,5616,7665,10053,2832,7647,10995,11148,11427,10860,10698,11535,11445,13890,6432,10086,13179,13026,13608,13272,13521,14220,15447,15117,9390,10311,13485,13341,13383,13386,14016,13254,13581,14679,8316,9555,12960,12168,12813,12492,12480,12672,13200,13845,10734,9219,11997,11946,12885,11991,11619,12285,12093,13269,10557,9216,12165,8856,11307,11445,12273,12000,11433,11880,9630,8664,10341,9597,11139,9753,9465,10107,9801,10554,6531,5424,7818,10008,9180,7842,7188,5847,6615,8700,7401,4698,6255,4605,6252,5595,5019,3615,6600,3132,1533
96,2106,5031,8151,8016,8733,8394,8661,8355,7773,2616,9771,15018,15717,14754,14196,13107,12486,10482,10563,5916,7740,12423,15477,14265,13650,12897,12366,11340,7707,7320,6648,11439,14724,13725,12492,12321,11928,11244,8661,4209,6801,10299,13863,13776,12630,11571,10956,10827,8568,6033,6030,11124,13593,12777,11940,11445,10131,9462,8898,2694,5643,10821,13242,13017,11343,11898,8727,11121,8523,4842,6129,11478,11928,12510,11454,10278,10974,10299,8910,4590,6678,11373,13575,13614,11667,11979,9876,10620,8076,5667,6732,8922,10044,9804,8664,9564,8655,7848,6093,5232
97,252,4593,3543,1734,1047,1029,690,798,1734,3849,4386,11541,11850,13074,1377,1419,1377,7155,1377,7929,5847,11775,10035,14406,9843,9222,11568,12666,1584,10164,5058,11463,13095,14643,2535,4668,7440,9048,13461,12171,6201,11457,14190,13380,1377,10509,14169,14703,15384,13788,7440,12891,14472,5007,2880,15111,14805,16758,16503,14865,7113,13464,13647,7452,10491,14679,15993,16905,17745,15627,8361,12696,14739,5511,12708,16632,16383,16899,17241,15390,9621,11082,16524,15486,15240,18051,17757,18444,18615,15660,4494,5397,9537,9963,3675,13809,9399,9378,15708,14655
98,411,1140,1386,2787,3969,2682,2877,1893,690,690,2457,6489,8301,4986,6387,5547,6279,4602,2325,1377,1284,2823,3837,3312,3297,3435,3480,2775,2514,3045,750,1650,2262,2940,1782,3375,3426,2130,4512,1650,768,1593,1974,1725,3096,1512,2808,1758,4278,1377,690,2163,1377,1584,1458,1587,1377,1377,2130,3165,690,1377,2151,1377,1983,1455,1839,2013,1977,1818,690,2343,2544,1908,1776,2190,2046,1542,2136,1428,690,1470,1734,1377,1377,1377,1455,1953,1377,1377,690,1377,1377,1377,1377,1377,1377,1377,1377,1377
99,0,690,954,849,1194,2397,1287,2490,2247,1068,690,1386,1779,1416,2043,1950,2397,4263,3477,2130,690,1377,1434,1416,1431,1992,2328,2232,2901,3462,690,1377,1380,1383,1647,1941,2121,2523,3042,2877,690,1377,1647,1893,2073,1506,2214,3141,3396,3045,690,1377,1539,1608,1797,2544,3543,3387,3135,2058,690,1389,1527,1494,1812,1752,2598,2448,2829,2898,690,1377,1584,1680,1539,1836,3141,2523,2700,2232,690,1377,1812,1692,2316,2622,5097,4239,4107,2178,690,1518,1962,1377,1377,1377,2292,2376,1566,1377
100,0,1173,1620,1845,2685,3375,3654,3972,4494,1788,2934,8919,7686,8613,9246,11526,11460,12369,12543,10446,2865,9585,8877,10953,11331,12588,14115,14166,13998,10671,690,9777,9927,10995,11967,12753,13245,13410,13788,10605,4122,10122,10797,11781,12444,13443,13422,14889,14784,10665,4821,10935,10128,11394,12264,13077,13776,13944,13683,10257,6276,11961,12171,12894,12933,13131,13824,15213,15033,11931,5919,11460,13227,12606,13404,13923,13917,15762,14376,11265,6822,12816,13398,14448,15291,17172,17496,18741,16680,11040,5106,9663,10707,13575,13017,13596,13464,14634,12600,8256
101,12072,17451,19800,15570,16545,14157,15933,10398,11379,4005,15960,21195,20760,21003,21105,20820,20856,20340,17319,7923,16746,22311,21729,21117,21249,20346,20784,19848,17073,8550,17421,21984,21837,21783,21558,20814,20889,18234,16479,7515,15579,20172,19926,18711,19377,17937,18417,16821,15654,7917,15165,20619,19476,19680,19326,18879,18192,16422,16194,6225,13923,17457,17796,17073,17433,16932,16230,15297,14214,6144,13878,16809,17235,17031,16584,16356,16512,14802,14133,6408,12378,16518,16368,15048,16200,15603,14631,14262,12015,3813,5493,8751,8340,9054,8742,7449,7620,6975,4770,1635
102,1353,735,708,690,690,690,690,690,690,690,5319,7986,3210,6465,5574,5907,5145,2250,2085,4077,4863,5988,3786,6573,4341,5382,6138,3333,3870,3888,1836,3039,4143,5571,3042,3459,4404,3210,4206,2721,1755,3288,2925,1656,1449,1653,2871,1545,3921,5127,690,1671,2142,1899,2187,1971,1377,1830,3813,3174,801,1668,1575,1992,1980,1731,1554,1929,3027,3174,690,1623,1377,1566,1377,1521,1377,1377,1434,1962,1263,2673,2034,1884,2298,2256,2064,1500,1377,2196,690,1377,1377,1377,1377,1428,1377,1377,1416,1716
103,3129,5820,7035,9438,8769,9288,10338,11430,10323,5994,5997,13431,14121,15831,15825,16299,16641,15132,15474,13530,7437,13533,15135,15774,15525,16728,16842,17691,15345,14529,7161,13866,11142,16146,16647,17454,17487,18654,17385,14619,6666,15285,16845,17355,16965,18189,18540,18780,17766,15417,6765,14256,15819,16869,16554,16998,17979,18858,17340,15204,7155,13872,15930,17283,17085,17250,18072,17934,18216,16350,8571,13842,16218,16659,17628,17238,17808,17958,17727,15735,7194,14577,15462,17454,17439,15366,17058,17277,17169,16569,2511,5079,7617,7029,7089,6861,7701,10902,9516,14184
104,54,3735,2169,1167,1959,1776,690,942,1851,690,690,4386,6036,5682,5463,6165,7674,2415,7182,1377,690,4770,6459,6996,6390,6783,7179,6573,6810,1599,690,5892,8649,8457,7386,7701,8445,7044,7374,2322,1611,8283,10026,10338,9627,9195,9699,8226,8079,2343,3291,11346,11598,11565,11103,9021,7821,8415,9138,2427,3963,8136,8535,9213,6366,4842,1701,3528,4377,3096,1965,6456,9720,8676,5784,7650,3012,1377,1377,2079,690,8292,8748,9825,8043,4755,2310,1710,1431,1377,4887,6342,6564,7329,5445,7824,7713,7185,5691,1377
105,2151,690,690,690,690,690,690,690,906,690,2640,4407,5022,5022,4197,2931,4047,2358,4077,6654,2298,4458,3729,4122,4008,4149,2052,5322,6858,7350,2313,3384,2817,2265,2166,3129,3078,3378,6390,6366,2691,3687,3351,3012,2244,3567,3051,4344,7479,2775,1569,2175,1962,1719,1470,1758,1920,4023,8544,5385,1485,1704,1575,1377,1377,1392,1461,2067,7308,2727,690,1950,1440,2115,1734,1377,1416,2148,7713,4956,1092,1377,1386,1377,1377,1377,1395,1389,5181,4227,690,1377,1377,1377,1377,1377,1377,1377,2241,1476
106,7074,4308,5130,5370,4722,4095,4023,4932,6873,2796,8898,11022,11595,11790,11415,11445,11562,12522,13881,5643,10785,12534,13032,13770,13326,12210,12687,14358,14694,8394,10110,11637,11988,12690,12189,12087,11508,13089,13737,8280,9768,11691,10791,11637,10980,10518,10809,11865,12456,8952,9396,11310,10233,10770,10602,10407,9951,11217,10440,8811,8490,10092,10134,10569,9363,9723,10107,10830,10992,8565,7641,9267,9720,10017,8838,8664,8844,10200,7806,8013,7689,7899,8064,9396,8877,9060,8238,8436,9438,7797,6171,7041,7191,7662,6003,7743,7275,8409,6630,4065
107,3372,5031,5940,7980,8184,8367,9225,8313,7554,6912,8085,10809,10530,9618,10317,9489,10254,7374,7743,8394,8253,11592,10449,11307,10842,11646,11901,11166,10065,9690,8727,12318,11043,11838,11535,11400,11880,10653,10290,9762,8481,12318,11964,11826,12036,12288,12309,12126,11457,10257,8556,13626,12882,11955,12705,12459,12984,11886,11568,10689,7164,13728,13242,12837,13473,13302,12951,12558,12084,10887,6933,15795,14145,13860,14403,14967,14643,13833,14037,12261,4197,15201,12756,12510,13158,12897,13839,12636,12459,11265,1593,8664,6249,5046,6471,6027,7452,6390,5895,9027
108,792,7071,7845,7284,7500,4602,6492,8319,5199,5844,7446,9666,11115,8442,9678,10116,9861,9660,10632,8151,8517,11457,11214,11574,11520,10917,12528,10749,10671,10149,9510,13731,13869,12654,11904,11652,12345,11832,11598,10074,10671,14742,14817,12561,13254,13596,14598,13833,14082,11739,10449,15960,14724,13197,13047,13362,13863,12675,12855,11232,10689,17082,15591,14847,14235,14376,14955,13755,13467,11349,10257,16995,15543,14880,14847,14166,15141,14220,13143,11283,7026,15108,12834,12015,11037,10515,12666,9801,10932,9588,3036,10572,8070,7080,8262,6726,6423,7785,5916,9450
109,66,3639,4041,2502,3558,2043,3348,2829,2802,690,5511,8538,8496,6735,7056,7113,4659,6489,6105,4266,6558,9177,9942,8304,7698,7929,7821,7143,6645,5688,7281,10998,10650,9249,9453,9462,8613,8193,7566,6801,8424,11868,10347,9705,9000,8727,9432,8529,8409,7197,9870,13203,12366,10905,9378,9045,8829,7869,7677,7155,9513,14430,12996,9510,11253,11220,10395,10035,8829,7260,9714,16059,14934,12051,11925,11805,11205,10062,10137,8253,5886,14901,11907,9693,8625,9378,7911,6918,7236,6471,3918,9546,8937,6282,5889,5229,4374,4671,5184,5967
110,4248,7857,7551,6771,6567,7359,7887,7362,7386,6285,9318,12171,12273,11283,10614,10866,11190,10875,10521,9537,10554,13893,12981,11847,12033,12189,12927,12549,11610,8613,10584,14316,13608,12945,12894,12726,13656,12177,12369,10461,11376,15072,14955,13935,13638,13683,14241,13281,12873,11364,10608,16185,14973,13992,13713,13704,13899,12963,13485,11979,10836,16956,15573,14520,14052,14658,15285,14190,14241,12891,9816,17838,16119,16062,15366,15042,15426,15207,14646,13080,7557,17586,15270,14793,14472,14919,15120,15009,14517,13302,4551,14625,12381,9252,12513,10122,10743,9273,11772,10638
111,3696,6060,7278,6642,6276,6012,6513,5955,8028,2598,6018,8964,8820,8652,9009,8973,9021,9525,13521,6165,6981,10995,10122,11508,10302,10539,11538,11961,13599,6639,7413,9480,10395,10092,10239,10083,10518,10326,8199,8868,5949,9777,9408,10170,9435,9822,9162,9492,11661,8784,6654,9843,9000,9333,9111,7197,8733,9285,10623,8181,5511,8613,8508,8121,7968,8532,8436,7887,9279,8253,5385,7869,7344,8397,8166,7740,8271,7479,7365,7839,4641,7353,5499,6522,5283,6654,6765,6237,6498,7413,3420,5415,3072,4911,2646,4305,4353,5193,4134,2610
112,3180,5031,7482,6747,5073,5745,4890,5478,6096,3261,9021,10872,10590,10734,9594,9348,9930,9579,10095,6714,10854,12849,11043,10710,10128,9867,10050,11625,9948,9288,9909,14295,12546,11583,12075,10146,12114,11202,10926,9849,8106,15834,13404,13017,11922,13206,12114,12003,12120,10962,10233,15120,13542,13071,13308,11856,12537,12783,12171,10620,11250,16368,14715,14190,11676,14229,12429,13923,12783,11115,10332,14199,15975,14778,14589,15870,15237,15045,14214,11418,6378,16209,13611,10506,13362,13473,12573,13410,12291,11520,2895,12375,8715,8880,10605,11052,11883,8655,8541,8298
