,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)"
113,1872,4677,4752,4386,5034,3786,4059,4350,3939,1536,6681,7401,8877,8442,8352,9000,9516,8763,6738,4077,7782,11172,10131,10092,9009,10023,9558,9708,9042,6774,8214,12456,10746,8358,10464,9978,11148,9840,9393,7761,9135,12651,12165,11457,10752,10377,10281,9921,10671,8394,9072,14571,12822,12297,12333,11643,12156,11679,11469,8502,8403,14640,12762,11340,12825,12543,12897,12579,11190,8667,9459,16482,14382,13878,13767,13440,14835,13608,12315,8340,5343,15936,11889,11685,11160,11907,11640,11865,9402,6984,1974,9777,8358,6684,6558,7641,9009,7065,2283,2727
114,4122,8223,9645,7740,8742,8604,5676,7002,9024,7245,10017,13107,11310,11052,10059,8901,7881,11148,10422,10083,11505,13749,12708,12003,11916,12333,11715,11973,11673,11265,11622,14628,13413,12789,12702,13383,12600,12426,12795,12072,10734,14883,14142,13863,13713,13770,13182,12708,13296,12222,10461,16095,14394,13719,13974,13713,13056,13023,13287,12390,8697,16734,15000,14670,14793,14760,14916,14064,14202,13188,8397,17019,15426,14889,14715,15000,14982,14775,14292,13155,5547,16113,12891,13230,13590,13611,13578,14301,13077,11808,3093,11484,10683,11454,11172,10878,11058,11004,10935,9747
115,3012,3924,4092,4014,3867,4206,5154,2259,6309,1026,5214,7230,7311,8244,7584,7713,7617,8301,10386,3873,7260,9423,9993,9531,9885,9972,9966,10353,11877,6069,6429,8721,8259,9306,8604,9528,8064,9138,9510,6018,6369,8916,7608,8664,8433,7308,7806,8631,8559,5640,4926,6789,7287,8013,7914,6900,6516,6810,6789,5358,4920,6450,7275,7548,7215,7188,6633,6789,6498,1377,3954,5868,5307,6249,5019,6195,4158,5781,5754,4356,4290,5109,5421,4941,6114,5346,4989,5040,5412,4275,2475,3318,2244,3672,3378,3612,3102,3159,3807,1377
116,0,1446,3375,3141,3747,4776,2856,6972,3357,3291,2067,8433,5748,10281,11490,10335,10902,8754,10500,10002,843,8166,10347,12819,12297,14238,15402,14727,15228,9096,4245,10410,13539,14454,15024,15540,16650,17085,16377,11073,3033,11844,13833,15321,15642,17814,18276,18819,18972,12033,5964,12507,14229,15111,15510,17274,17457,18819,17508,10407,6069,13560,15831,16920,17178,18672,19356,20220,19542,11829,3537,13242,15519,16593,16872,17955,18315,19050,19233,12831,3900,13908,17928,19689,20400,21660,22401,22008,21027,13893,690,8562,13503,9309,14658,8946,13923,16968,8091,8409
117,0,690,1119,1209,1374,1038,753,690,690,690,690,2847,1377,1776,1398,1512,1383,1377,1377,1377,690,2238,1827,2730,1776,1953,1833,1377,1377,1377,690,3831,2238,2829,1770,2766,1377,1386,1377,1377,690,2943,3042,3069,1920,3090,1932,1377,1377,1377,690,3741,3849,1785,1665,2700,1377,1377,1377,1377,690,3624,3594,2970,2325,1473,1542,1644,1377,1377,690,4002,3945,2187,1398,1515,1470,1377,1383,1377,690,4875,3714,3348,1995,1617,1752,1377,1380,1377,1170,3756,2820,2505,1848,1881,1422,1398,1377,1377
118,429,690,690,690,690,690,690,690,690,690,852,1377,1719,1551,1860,2877,1629,1551,1647,1824,1206,1377,1377,1377,1377,1389,1377,1377,1377,1377,690,1377,1377,1377,1377,1377,1401,1560,1455,1377,1206,1446,1914,2178,3051,2523,2022,2913,2445,2547,816,1575,2031,2358,1989,2250,2448,2589,1863,1500,2499,2289,3069,2388,1980,1953,2226,1875,2058,1851,2508,1431,2706,1809,1377,3033,2394,1941,2859,2262,2844,2130,5457,4710,3846,5100,2931,2826,3132,3168,690,1377,1377,1377,1419,1743,3042,2319,2079,3672
119,8136,14472,15507,13674,16329,16728,15261,14730,16140,7083,12213,20754,21732,21549,22509,22344,22773,22626,21261,10962,11514,19260,19809,19488,20514,19650,20598,20733,19551,10881,12462,19077,19515,19206,20286,19929,20415,20328,18951,9912,12012,17679,18444,17955,19242,19086,19182,18390,16626,8019,11694,18174,17793,18117,18234,17871,18846,17922,15669,6618,10368,15462,16260,16137,16935,17322,17658,17592,15570,6645,7449,14733,15105,14160,15237,15489,16068,16056,14409,4992,7590,12084,12738,13335,13671,13491,15276,15474,10896,2331,2958,5904,6753,6438,7938,8937,8322,8364,1572,1377
120,6357,6165,789,6183,8046,798,858,840,690,690,7281,15156,7308,13356,13761,12114,9705,9318,8124,7362,8379,14457,12570,13209,14019,13329,10758,9993,7482,6648,5961,13206,13152,13434,12891,12450,11181,8652,7734,3729,5871,12948,12900,12267,13677,10389,11007,9570,7455,3096,8391,13653,13470,13851,14184,12459,9219,9327,6984,1635,8079,12780,12483,11193,12246,12108,11058,8739,7590,5310,5394,11856,10779,11880,10935,11835,10887,8520,8880,2046,4170,11340,10086,8298,11292,7569,9078,9207,5907,2157,1212,3321,3186,3501,3714,3747,2664,1584,1377,1377
121,0,690,690,690,690,690,690,690,690,690,810,1377,1377,1377,1377,1377,1422,1377,1377,1377,993,1377,2085,1410,1383,1377,1686,1377,1395,1377,690,1632,1866,1569,1425,1377,1767,1590,1530,1599,816,1377,1377,1422,1422,1377,1545,1377,1788,1377,690,1743,3663,2301,1833,1536,2220,1656,2106,1821,1092,1377,2751,1704,2208,2454,2385,2826,1905,1932,789,2631,3078,2553,3534,2421,3360,2526,2292,1767,690,1377,1641,2064,2157,1386,3420,2856,3078,2004,690,1377,1377,1377,1377,1377,1377,1377,1377,1800
122,1524,2367,1386,2814,1311,1332,1659,873,690,690,1659,3972,2712,2268,2184,1533,1740,1809,1599,1377,1977,4671,4311,3393,4296,2634,2271,2982,1557,2046,1038,1692,2145,1692,2703,1728,1872,1917,2043,1377,690,1857,2337,2355,2022,1863,2673,1941,1377,1377,690,1377,1377,1644,1728,1527,1434,1389,1377,1377,690,1377,1377,1617,1377,1377,1377,1377,1377,1377,690,1644,2076,2103,1650,1908,1524,1395,1377,1377,690,1431,1416,1410,1377,1431,1485,1377,1377,1389,690,1377,1377,1377,1377,1377,1377,1377,1377,1377
123,0,690,690,690,690,690,690,690,690,690,2223,4005,4647,4146,4413,3312,3861,1980,1377,1377,948,1812,1377,2208,4452,3018,3837,2376,3084,2097,1800,1755,1377,1959,2580,2829,3051,1728,2001,1377,690,1701,1551,1815,1377,1821,1377,1377,1377,1377,690,1377,1377,1377,1392,1377,1521,1377,1701,1377,690,1476,1377,1377,1377,1377,1377,1377,1440,1377,690,1779,1377,1377,1377,1377,1377,1377,1377,1377,690,1599,1905,1377,1377,1791,1410,1377,1377,1377,690,1377,1377,1377,1377,1377,1377,1377,1377,1377
124,0,2499,4041,5730,5211,5472,7527,7302,7674,996,1800,11061,11691,11271,14322,15552,15516,15450,15027,5919,3159,9420,12642,12570,15345,15978,17325,17244,17238,7533,927,11727,12981,15096,16320,16992,18384,18435,18060,9228,4800,12636,15369,10686,16956,19296,19320,19569,19257,6684,6465,11982,14652,15477,16512,17832,18918,19461,19140,10572,6159,12810,15660,17844,18981,19575,21456,21804,21027,12582,8367,15228,18306,19779,20424,21432,21375,23160,22311,13488,7821,15285,20109,21294,21807,22902,24237,24588,23412,13713,2370,4695,14595,12279,9939,6582,13713,7107,12237,8346
125,0,690,690,690,690,690,690,690,690,690,690,1377,1863,1902,2076,2379,2106,2202,1692,1377,915,2205,2052,1380,2343,2199,1482,2433,3150,1587,690,2997,1899,2418,1878,2403,2502,2574,1449,1908,690,4371,2466,1377,1377,1377,1377,1377,3414,1377,4506,2982,1377,1377,1377,1377,1377,1377,1377,2010,2940,5520,3354,2124,1521,1377,1377,1377,1638,1377,3543,5964,3990,3870,3627,1878,3759,4047,4863,1908,690,1962,4239,7212,8766,9552,8268,8241,7845,3069,690,1377,1377,1377,1377,1377,1377,1377,1377,2235
126,7794,8007,8661,7503,6075,5739,6063,6027,5295,690,6669,15975,13476,14277,13629,13278,12681,12948,12522,5823,6969,18159,16290,16065,15375,15594,14181,13224,14214,7926,11202,18891,18393,17598,16800,15978,14844,15513,14712,9732,7680,19137,17025,18111,17169,16533,15132,15468,15075,9963,12597,19953,19203,19191,17844,17631,16710,17007,16632,11022,15522,20229,19818,20139,18117,17811,18018,17307,16668,11628,14388,21711,21540,20958,19329,19284,19446,18606,18081,11901,14922,20010,20034,20262,18204,19134,18747,18702,17439,13566,12084,15216,15324,15810,14607,14868,14820,14886,14982,10179
127,6942,8088,7194,6093,4800,5196,5610,3777,4692,690,9489,15534,13518,12669,10971,11577,11328,11538,11391,4140,9525,16920,15126,14157,12813,13605,13080,13326,13161,5892,15468,19581,16467,16167,14478,14835,14352,14394,13545,6795,14067,20253,18123,17445,16518,17178,15567,15822,14907,9495,15978,22272,19704,19407,18267,19449,17769,18219,17109,11712,16722,23433,21135,20871,19554,21195,18048,19341,18063,12321,18372,23385,22050,20748,19821,22044,15018,19053,18486,11898,16755,18648,19455,19149,17853,19497,17964,17850,18138,13056,10110,12096,11178,10176,8829,8487,7731,6882,6444,2742
128,8379,8397,3225,5052,5757,4470,1395,1059,1017,690,11070,14601,14793,16308,12678,14922,10479,6321,6915,6297,10941,14988,14814,14775,14409,13095,11040,10980,9381,5580,10527,14862,14697,15711,15141,13293,11559,10383,9132,7077,10086,13824,13944,13092,13671,12696,10116,7977,7323,5772,10434,14919,13698,14550,14295,12924,10884,8508,8085,3903,8904,12036,10545,11928,11814,10845,9579,8457,8586,4977,6963,11745,11118,12039,10785,11304,9354,7491,8481,4971,8166,12498,12108,11880,12084,10719,9543,9282,6822,3108,3570,5895,5388,4077,5187,3591,2088,2262,1440,1377
129,11811,17622,17844,15117,17505,15345,10041,14130,8667,6066,14943,22161,22107,21369,21318,20499,21027,20418,17898,9792,14736,21285,20472,20043,20094,18786,19488,19632,16749,8571,14667,21408,21105,20556,20415,19302,18522,17739,16137,8475,13002,19659,18708,18177,17541,17124,17079,16644,15996,8505,12534,19599,18054,17853,17073,14058,16173,15126,13899,8202,11025,17052,16632,15633,15747,15162,14775,14856,13488,7134,9672,15780,15177,14886,15153,13923,14283,14379,12657,5595,8076,13701,12021,12993,12879,12528,12624,12669,9672,3147,2694,5160,6798,7536,5367,5625,3555,5013,5202,1848
130,1308,3765,2853,2790,2541,2565,3486,2682,2943,2208,3384,6417,6795,5412,7542,7098,6879,6294,7446,4869,6321,8355,7062,7683,8469,8226,8796,7998,7686,4155,8310,8499,7446,6777,7872,8127,8070,7536,7815,5568,8661,11151,10332,8772,9207,9252,10104,9258,8748,7086,8694,10446,10110,8985,9573,9060,9144,9309,8316,5505,8757,13152,11361,9000,10005,10152,7086,9291,9516,6885,8667,12531,12345,11286,11418,10812,11799,10665,9759,8772,5475,13332,10260,8874,9870,9579,8163,6480,7449,6036,1647,9645,4977,7569,5562,7926,6858,6123,4350,6267
131,441,4140,3915,4206,3519,1500,2706,3054,2655,1614,6207,8745,9279,8760,6756,7473,7119,4035,6855,2718,7902,10842,10365,8670,8739,8466,9234,7659,6987,5526,8676,12342,10113,10089,8688,7821,8460,7440,7428,6477,9048,14142,11658,11604,10569,9192,9834,8616,7458,7143,10020,15114,11298,11274,11382,8886,10356,9366,7890,5205,10317,14331,12318,11943,10290,11220,10047,11178,8298,6498,10848,16044,12966,11625,10722,10005,12084,10017,9108,7620,8793,15231,10089,10899,7881,9555,8994,6810,7134,5523,3450,10644,9000,6432,5835,6450,5223,3864,2490,3177
132,153,4011,6855,6405,6561,6426,5697,5022,4377,1965,5700,11061,12540,11805,10560,8397,7422,6186,5895,2238,3720,8193,11160,9957,9636,8829,7746,6675,4596,2370,5016,7683,10587,9468,9447,8055,6411,5550,5769,3399,4764,7845,10317,10134,9021,7641,7335,5373,5670,3483,6159,8844,10533,10056,9303,8280,7548,6543,5283,3417,5334,8538,10215,9204,8634,8058,6477,5925,5508,3261,3111,8109,9909,9276,8820,7893,6702,6492,6747,3873,921,6438,8322,7881,7557,7485,7014,6675,6621,4419,1383,4401,4920,5010,5046,4353,2748,3789,3492,2235
133,9087,5910,6996,7938,6006,6960,6678,7962,9141,1971,10983,12054,12909,12420,11478,12216,12675,13026,14361,5658,12051,14052,14589,13938,13467,13167,13920,14031,15741,8553,11310,13770,13500,14109,12723,13524,13383,14040,14877,9240,10821,12258,12996,12888,12816,13029,12720,13911,14025,10563,10536,12636,12519,12411,11457,12378,13041,13263,13152,8562,10167,11334,11238,11970,11952,11808,12072,12426,12165,10539,9792,11178,10794,11295,11076,10929,10896,11403,11088,9951,8553,10398,10995,10569,10707,11586,10827,12498,11262,9783,5100,6231,6747,8871,7596,9069,6633,8073,5385,3393
134,4329,4653,4947,4956,5721,3297,4011,4680,6813,3639,5847,8175,8340,8370,7980,7719,8130,8034,10599,7128,7470,10326,10260,10965,10275,9213,10110,11637,12555,8964,6459,9969,9330,9201,9237,7923,8184,9111,10470,8529,6051,9372,9060,8934,8676,8076,7938,7929,8778,8046,5901,9051,8844,8319,7602,8049,7941,8073,8193,7461,5433,7890,8511,8313,7785,7803,7203,7470,5598,7518,4434,7650,7776,8205,7038,6390,6126,5583,6462,7572,4833,7488,5973,5220,5160,4545,6327,6531,6342,6783,2355,3702,2178,2529,2484,2040,2448,2412,2994,3723
135,7509,4704,5412,7278,6468,4986,4455,6882,8961,2808,9771,11889,12891,12540,12093,12210,12237,12930,14559,6246,11139,13725,14715,15930,14250,14490,14271,15150,15510,7581,10518,12921,12906,13437,13050,13368,13077,14166,13866,8829,10347,12639,13029,13509,12828,13032,13002,13593,12513,8985,9915,11721,12477,12585,11598,12633,12210,13113,12774,10227,9843,11454,11808,12090,11742,12153,12054,11964,11688,9498,8514,10635,10890,12096,11211,11292,10869,11487,11058,9567,8037,9474,9279,7914,10179,10698,10671,10833,11142,9678,6573,6138,7233,6294,6606,7764,7401,7908,5805,3876
136,2811,7470,8112,8736,8199,8241,7263,6732,6594,7284,7869,11025,11916,11067,10305,9459,10944,8625,6990,8697,8652,12786,13053,12414,11640,12324,10527,10731,9666,10440,9117,13581,14022,13482,13563,11553,11376,12654,11934,11736,9450,14145,14523,13653,12864,13020,11832,12825,12795,12456,9393,15741,15297,14550,14007,14058,13581,13761,13575,12297,9561,16119,15675,14091,14166,13731,13626,13647,13830,13383,8613,17238,15798,15936,15432,15573,15801,15321,14850,14487,5376,16278,14898,13938,13443,13701,13638,13866,13470,12525,1725,12015,7134,8712,8142,7722,6825,6918,5472,10710
137,2043,6270,6945,7140,8505,7299,690,3660,3342,909,7677,12810,14043,12306,9768,10092,8100,7245,4422,3120,4278,9000,11169,9957,8058,7926,6114,7374,6189,3561,3876,5961,9807,8901,8823,6441,6171,6339,5532,2589,5427,7965,9759,9321,8064,7773,5967,6555,4923,2313,5310,6420,10494,8574,6510,8052,5604,6603,5820,2535,4974,7245,10083,9720,6897,7611,6414,6921,5262,3348,5202,6645,9519,7701,6789,6777,5799,5862,4482,2223,690,4896,7707,7035,6738,6915,5688,5655,5394,2817,879,2277,4866,4776,4818,4593,4191,3933,2319,1758
138,1623,3948,6501,6903,8259,4797,7401,8199,11082,2862,4824,8898,9213,9417,9996,8496,12465,11700,16254,7581,7947,12225,11112,11568,13518,11439,15456,15876,18192,10764,7731,9486,11784,11643,13926,11802,13215,14226,14436,8133,8085,9639,11325,11142,12375,11688,12933,12756,14034,10572,6546,10422,11337,12714,12909,10596,12513,12651,14358,5928,6585,9723,9291,9435,10389,10470,9966,11517,11982,8586,6069,9405,7473,8760,9774,9627,10584,11388,10254,8184,4776,8544,6441,9309,7743,7824,6600,9621,10428,7566,1308,5373,5181,4836,4176,4308,5400,6096,6267,2961
139,4755,4707,3645,4332,6324,4626,5574,6036,7854,3765,6795,9780,10353,9372,9192,9774,9504,9534,10272,7743,8379,11346,12144,9498,12012,12549,12138,12255,13740,10002,8247,10428,10776,10896,10077,11442,10791,11670,12447,7755,5592,10194,10668,9909,9645,10533,10173,9456,11775,9219,8100,11286,10806,10902,10089,9996,10341,9780,11013,8592,5919,8619,9279,8610,8250,8799,8757,9783,9945,8616,6264,9024,9504,9435,9018,7677,8358,9183,8451,7329,1830,7437,5568,7242,7422,6405,5136,6051,7845,5109,2664,3699,4626,2664,3735,4581,3969,4236,3810,3831
140,873,4632,4713,5118,5100,5898,6189,6516,5313,6675,1995,4926,6558,6300,7191,7713,8286,9393,7872,5565,1611,4908,6291,5742,6858,8388,7989,9510,7746,6819,1824,6060,6906,7086,8520,8973,9393,11088,8823,6198,1608,5460,5769,6657,7074,8229,7641,10410,7869,6399,2709,6636,6939,6621,7362,8256,8682,10011,7731,5343,1803,6642,7704,8598,8433,8886,9903,10833,8997,6339,3708,6648,8256,9309,9966,10545,10374,12405,9333,7443,2457,5625,7368,9081,9150,11493,12141,12852,12564,7506,3765,5310,6315,2586,7074,6300,5589,5907,6165,3111
141,3,4593,7515,6840,7212,4389,3678,5343,2973,1617,7647,11322,11388,10626,8658,7869,5955,4140,4107,3003,3555,8256,10908,9576,9192,6684,6903,4830,5622,3837,4392,7350,9915,8319,6915,5577,3669,5247,4830,2334,3564,6969,9438,9417,9459,7053,6429,4971,4311,2133,5280,7686,9639,8232,6570,5214,5760,4632,4743,2538,4734,8088,9453,8283,7311,5688,5700,6462,4329,3471,2025,7947,9897,8307,7422,6171,5643,5361,4869,2661,756,5631,7983,6795,5787,4026,6189,5976,5931,3075,843,3618,5160,4215,5160,4890,3846,3750,4254,1881
142,7275,8760,7797,9678,6195,7851,7227,8034,8004,1746,9753,11793,11823,12012,11655,9741,11208,12282,13764,4578,10308,13173,13488,12873,13689,13263,13434,14247,15225,5493,11109,13617,13353,13227,13572,13209,12675,14268,14241,7650,9912,11355,12105,12894,12504,12582,8877,9858,14037,8499,10239,12738,11154,12846,11553,11517,10689,11472,13314,8235,8859,8640,10173,11145,10881,11235,7626,10971,9903,6036,7392,9339,9270,11433,8763,9855,6378,10497,11094,6669,6879,6813,8658,8772,9171,9150,7680,9120,9564,7341,3426,5787,4422,4974,6660,6294,6882,5301,5442,3609
143,2001,4161,7149,7812,9339,9882,10116,9789,8406,4761,9510,14103,14808,14673,13062,13074,12858,12288,11154,7305,9711,11550,14475,13812,12672,12507,12231,11775,11004,8856,8436,12642,14091,14004,12447,12996,12303,11826,10779,8763,10080,12180,13767,13872,13218,12483,12063,8226,10386,6894,9144,11910,13737,13950,13236,12357,11343,10695,6762,7257,10362,12960,14736,13701,13449,12003,11943,11826,9453,7131,9582,12837,14202,13053,12765,11538,11247,10314,10164,8169,9018,12489,13971,13626,12564,12903,11820,9546,7473,6906,8235,10872,11919,11334,10305,9507,9345,8574,7038,5823
144,4611,4365,5226,4479,5391,5301,5232,5994,7905,1683,5763,8598,8148,8538,8754,8223,7944,9408,12141,5874,7389,9930,10587,10584,10338,10446,9930,11838,13443,8412,6756,9303,9075,9726,9732,9426,9120,10293,10764,8223,6513,8226,8634,9282,8640,8217,8052,9420,11157,9129,6585,8238,7617,8289,8184,7308,8004,9429,8817,8817,5940,7905,5991,6417,7098,6924,7317,8229,8658,8352,5184,7899,7869,5670,7347,6900,4869,7332,8028,7632,4446,5298,6303,3963,5697,5541,5799,5106,4065,5835,2214,1710,3003,2334,2385,3852,3453,5052,3072,3102
145,0,963,2514,1893,1269,1209,1458,1194,1479,846,3636,5307,4230,5220,4986,5712,4773,5187,5175,2424,5079,5229,7158,6489,7056,5325,5370,5595,5955,3717,1014,6858,7797,7107,6522,5871,6273,5706,5691,3639,7116,8700,8664,7404,7086,6513,6660,5778,6087,3528,7767,10416,8508,7767,7983,7218,6876,6384,5910,3699,7854,7896,9579,7527,9165,8436,7812,6453,5817,3417,6999,10680,11259,9663,9327,9090,9120,8412,6561,4014,2715,12159,7884,8043,7452,7119,7326,6804,4143,2430,1944,7851,6648,6726,6762,5661,5253,2343,1710,2046
146,2847,5415,4686,2658,3912,3693,894,2394,2079,690,8787,11571,9816,8442,8004,8865,8379,8649,7080,1797,5937,13437,10419,10041,8424,10305,9288,9864,8991,3039,12354,14355,12384,11949,10434,10950,8517,8133,9660,4131,12396,15273,12348,13029,11190,11919,10911,11595,10569,2136,13056,15777,14196,13449,13278,13353,12564,8757,10968,3888,14082,16143,14640,14475,12645,13815,13212,12984,9999,5535,13767,17205,15663,15354,14622,15108,13785,13173,12069,4626,10848,14100,14052,13491,13386,12654,12204,12516,11610,3879,6942,10371,8715,9987,9381,9804,8634,8037,6972,3354
147,1155,5454,7797,7701,7779,7419,7812,7188,6018,7848,2655,9369,11541,11103,10752,9876,8988,9561,8922,4953,3657,8727,10908,9855,9648,9600,10170,9366,8466,5250,4461,8511,10935,9606,9615,9480,10056,9216,8379,5733,3570,8796,10947,10764,10458,9621,9756,8934,8349,5292,4161,9234,10341,9972,9750,9312,9390,8406,8451,5757,3504,8745,10962,10152,9855,9633,9273,8988,8730,7053,4155,9627,10281,9501,9660,8673,9090,9426,7173,6303,4476,10347,11298,10116,10698,9900,9363,9876,9282,5256,6276,8289,9471,8658,9672,9003,9525,8913,7668,6105
148,6333,9762,9543,9018,7872,7080,6501,6036,4848,690,13848,20109,19032,19008,17682,16467,15267,15123,11895,7602,14028,21750,20289,19848,17337,17502,15762,14652,12945,5994,10395,20934,19407,19188,16911,16488,16011,13443,12357,4515,17388,21201,19791,19509,17793,17283,16497,15648,13731,2736,16905,20829,20319,19326,17892,17910,16296,15603,12525,5619,17574,21198,19581,19344,18141,18006,16512,16020,13992,8022,13842,21798,20154,19740,18912,18165,16431,16380,14127,7815,17976,22272,20601,20484,18738,19365,14739,16152,13701,8274,13359,16575,15063,14856,14829,14394,12879,11478,11004,4713
149,0,912,690,690,690,690,816,858,1122,2457,690,1704,1377,1377,1377,1431,2691,1518,1428,1377,690,1377,1377,1377,1377,1395,1599,1377,1602,1377,690,1377,1377,1377,1377,1554,3000,1605,2484,1377,690,1377,1377,1377,1377,3627,5205,5115,2910,1377,1212,7446,6738,5145,4188,6957,11325,10824,12537,3702,2169,7284,9318,9633,10197,9867,10644,9993,8349,1818,900,6012,8379,8226,9273,9105,11322,12885,7341,1698,1005,6045,2628,7494,8034,7413,9798,9183,6630,1377,690,1377,2673,2568,1857,1377,2625,1947,3528,1377
150,789,5388,7080,5682,8646,8811,9198,10173,9993,6744,819,9780,10764,11976,14304,13299,15978,15804,16215,7254,3114,11055,11313,10395,14892,14544,15330,17325,13299,1797,3657,11370,10512,11892,13776,13806,16008,15963,15255,6702,3030,9756,11085,9867,13350,13155,11205,16077,16290,10209,1308,8982,9897,10032,13470,13086,13833,15711,15390,10425,690,8553,8889,7356,11175,11496,12462,13920,14421,9882,690,6252,7284,8442,9978,9885,8448,8205,8304,5961,690,5727,7314,7893,8448,8274,6933,1548,2700,1707,690,1377,1377,1644,1377,1377,4374,3570,2670,1377
151,9045,16098,16053,16425,14436,14442,16893,9933,14856,8223,12567,21183,21933,21660,20145,21540,21066,20211,17946,10653,10767,19413,19788,19683,20382,19221,19878,18912,16629,9075,10908,20109,20226,20433,19719,19641,19296,18042,15576,8061,9624,18534,19449,19026,18903,18066,17073,16014,13416,7107,9636,18354,19311,19470,17532,17814,17052,15942,13932,6921,6351,17115,18231,17919,17616,15804,15465,14679,12348,6894,7044,15522,17955,16743,16713,15963,14919,13668,12024,5583,5139,14112,15000,13989,11535,11622,11505,11586,11034,5439,2025,6642,6471,1632,1377,1377,1377,3567,5826,2781
152,4746,6828,10899,11340,12444,11733,13326,13056,13839,10056,4662,16317,16608,16608,19161,17922,19437,19590,20361,16938,7032,16098,17076,17124,19089,18768,20886,20496,21357,18372,7263,14913,17256,17544,20217,19002,21225,20244,21327,18540,7371,13953,16401,17391,19500,18420,19842,18882,20778,17400,7122,13473,15432,16077,17295,17097,18672,17880,19935,15123,5031,10791,14418,15570,16323,16179,18135,17724,19161,13533,4839,10683,11772,14136,14346,15603,17463,16221,18213,9684,3156,10671,11265,12114,11997,13374,14877,14619,15894,13542,1422,5067,6321,7479,6354,7965,9315,10260,11277,10200
153,4770,14613,17625,17406,14187,6924,13299,13482,9627,4767,6249,20748,22071,22194,21744,19005,17526,19794,17145,9717,6639,19398,20865,21063,19797,17952,17943,15675,14328,7974,6642,19263,20160,20643,19242,16701,15606,14775,12432,8775,6732,18366,18198,18621,17451,16425,15387,13836,12198,6675,6714,18540,18255,17844,16824,15540,14565,11469,10530,4629,7434,17094,16554,16596,15318,14775,13146,11520,9153,1497,7146,11922,15126,15126,12624,13167,11931,11046,9408,3867,6972,14244,14355,12612,11970,11706,10956,9591,8100,3063,2838,6309,7008,5532,5250,3255,3663,3129,2721,1377
154,933,4128,6435,6804,6978,7131,7353,6687,5952,2694,5226,8364,11727,10701,9276,8118,6627,6015,5466,3531,2901,6579,9315,8676,8640,8703,7968,8424,5928,4383,4644,8010,10464,9321,8571,8472,7410,7656,5913,3252,4185,7653,9552,9138,7593,8766,7581,6918,6987,1539,4680,7053,9423,8604,9408,8433,7416,8181,6933,3231,5304,8361,10755,9717,9417,9336,8460,8952,6228,3669,4755,8964,9849,9231,9405,8733,8472,8178,7923,5526,5730,8070,9690,8997,8832,8442,8469,3912,7032,5136,5856,7188,8187,8169,7038,7962,6825,7797,5640,4410
155,1173,4494,6783,6411,7143,6366,6321,5514,5826,1821,7122,10647,12684,11592,11418,9735,8826,7803,6042,3984,5391,9315,12306,10290,10071,9795,8349,7692,6651,4737,6648,8208,10695,9411,8874,9060,6573,6750,5673,2484,5409,8172,10908,9543,7776,8265,7770,7560,7035,3279,5772,8040,10497,9213,8775,8100,7887,7575,6870,3573,5559,8010,10170,9771,8805,8184,7716,7236,6729,3333,4986,8724,10725,9519,8979,7818,7785,5466,6882,3894,4335,7896,10800,9624,9669,8730,7779,7044,6837,3366,5235,6792,8424,8505,7596,7338,5970,5814,5847,3993
156,4272,6015,6642,7197,6549,6552,4659,4038,3774,2028,8577,11409,11520,11109,10521,10389,10035,9597,11850,7518,9933,11373,11634,13440,12600,11934,12357,10992,13335,9786,9552,13191,11811,12747,12042,11763,10350,11433,13509,9648,9600,12381,12084,12003,11886,11058,10824,10701,12216,9612,9447,12363,11616,12093,11019,9702,10125,10362,11619,9570,8664,10665,10779,10707,10368,9018,9798,8955,9873,9165,7842,10125,10584,10542,9315,8409,9468,8538,9348,8808,5583,9735,9828,8682,9405,8541,8229,7389,8379,7281,3453,7350,6795,7467,6876,5994,5847,4785,5895,7101
